gender,first_name,year,N,pct
Filles,Adriana,2003-12-31,19,0.11764705882352941
Filles,Adriana,2004-12-31,22,0.15789473684210525
Filles,Adriana,2005-12-31,18,-0.18181818181818182
Filles,Adriana,2006-12-31,19,0.05555555555555555
Filles,Adriana,2007-12-31,18,-0.05263157894736842
Filles,Adriana,2008-12-31,19,0.05555555555555555
Filles,Adriana,2009-12-31,30,0.5789473684210527
Filles,Adriana,2010-12-31,17,-0.43333333333333335
Filles,Adriana,2011-12-31,16,-0.058823529411764705
Filles,Adriana,2012-12-31,31,0.9375
Filles,Adriana,2013-12-31,36,0.16129032258064516
Filles,Adriana,2014-12-31,27,-0.25
Filles,Adriana,2015-12-31,36,0.3333333333333333
Filles,Adriana,2016-12-31,28,-0.2222222222222222
Filles,Adriana,2017-12-31,27,-0.03571428571428571
Filles,Adriana,2018-12-31,29,0.07407407407407407
Filles,Adriana,2019-12-31,23,-0.20689655172413793
Filles,Adriana,2020-12-31,21,-0.08695652173913043
Filles,Adriana,2021-12-31,32,0.5238095238095238
Filles,Adriana,2022-12-31,19,-0.40625
Filles,Adriana,2023-12-31,21,0.10526315789473684
Filles,Adrianna,1995-12-31,14,NA
Filles,Adrianna,2013-12-31,17,0.21428571428571427
Filles,Adrianna,2014-12-31,13,-0.23529411764705882
Garçons,Adriano,2003-12-31,13,NA
Garçons,Adriano,2004-12-31,16,0.23076923076923078
Garçons,Adriano,2005-12-31,15,-0.0625
Garçons,Adriano,2006-12-31,17,0.13333333333333333
Garçons,Adriano,2007-12-31,15,-0.11764705882352941
Garçons,Adriano,2008-12-31,13,-0.13333333333333333
Garçons,Adriano,2009-12-31,14,0.07692307692307693
Garçons,Adriano,2010-12-31,17,0.21428571428571427
Garçons,Adriano,2011-12-31,19,0.11764705882352941
Garçons,Adriano,2012-12-31,18,-0.05263157894736842
Garçons,Adriano,2013-12-31,24,0.3333333333333333
Garçons,Adriano,2014-12-31,27,0.125
Garçons,Adriano,2015-12-31,20,-0.25925925925925924
Garçons,Adriano,2016-12-31,12,-0.4
Garçons,Adriano,2017-12-31,24,1
Garçons,Adriano,2018-12-31,21,-0.125
Garçons,Adriano,2019-12-31,18,-0.14285714285714285
Garçons,Adriano,2020-12-31,22,0.2222222222222222
Garçons,Adriano,2021-12-31,30,0.36363636363636365
Garçons,Adriano,2022-12-31,18,-0.4
Garçons,Adriano,2023-12-31,24,0.3333333333333333
Garçons,Adriel,2019-12-31,14,NA
Garçons,Adriel,2023-12-31,13,-0.07142857142857142
Garçons,Adrien,1986-12-31,16,NA
Garçons,Adrien,1987-12-31,14,-0.125
Garçons,Adrien,1989-12-31,14,0
Garçons,Adrien,1990-12-31,18,0.2857142857142857
Garçons,Adrien,1991-12-31,15,-0.16666666666666666
Garçons,Adrien,1992-12-31,27,0.8
Garçons,Adrien,1993-12-31,25,-0.07407407407407407
Garçons,Adrien,1994-12-31,24,-0.04
Garçons,Adrien,1995-12-31,23,-0.041666666666666664
Garçons,Adrien,1996-12-31,32,0.391304347826087
Garçons,Adrien,1997-12-31,33,0.03125
Garçons,Adrien,1998-12-31,29,-0.12121212121212122
Garçons,Adrien,1999-12-31,32,0.10344827586206896
Garçons,Adrien,2000-12-31,17,-0.46875
Garçons,Adrien,2001-12-31,19,0.11764705882352941
Garçons,Adrien,2002-12-31,24,0.2631578947368421
Garçons,Adrien,2003-12-31,32,0.3333333333333333
Garçons,Adrien,2004-12-31,37,0.15625
Garçons,Adrien,2005-12-31,34,-0.08108108108108109
Garçons,Adrien,2006-12-31,42,0.23529411764705882
Garçons,Adrien,2007-12-31,37,-0.11904761904761904
Garçons,Adrien,2008-12-31,51,0.3783783783783784
Garçons,Adrien,2009-12-31,42,-0.17647058823529413
